uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
P49748	ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)	Homo sapiens	ACADVL	VLCAD,ACADVL	2	0	2	0	0	0	2	
O00400	ACATN_HUMAN	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)	Homo sapiens	SLC33A1	AT1,ACATN,SLC33A1	1	1	1	0	0	0	3	496
P07108	ACBP_HUMAN	Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP)	Homo sapiens	DBI	DBI	1	0	1	0	0	0	1	
P45954	ACDSB_HUMAN	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	Homo sapiens	ACADSB	ACADSB	1	0	1	0	0	0	2	
Q96AP0	ACD_HUMAN	Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein)	Homo sapiens	ACD	TPP1,TINT1,PTOP,PIP1,ACD	1	0	1	0	0	0	2	
P43681	ACHA4_HUMAN	Neuronal acetylcholine receptor subunit alpha-4	Homo sapiens	CHRNA4	NACRA4,CHRNA4	0	0	0	1	0	1	3	
P36544	ACHA7_HUMAN	Neuronal acetylcholine receptor subunit alpha-7	Homo sapiens	CHRNA7	NACHRA7,CHRNA7	0	0	0	4	0	2	3	
Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus (Acinus)	Homo sapiens	ACIN1	KIAA0670,ACINUS,ACIN1	4	0	2	0	0	0	3	
O96019	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	Homo sapiens	ACTL6A	INO80K,BAF53A,BAF53,ACTL6A	2	0	1	0	0	0	2	
P53396	ACLY_HUMAN	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)	Homo sapiens	ACLY	ACLY	11	5	6	0	0	0	4	20,633
P08172	ACM2_HUMAN	Muscarinic acetylcholine receptor M2	Homo sapiens	CHRM2	CHRM2	1	1	1	1	1	1	4	457,324
P21399	ACOC_HUMAN	Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)	Homo sapiens	ACO1	IREB1,ACO1,IRP1	1	0	1	0	0	0	2	
O00767	ACOD_HUMAN	Acyl-CoA desaturase (EC 1.14.19.1) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase) (Stearoyl-CoA desaturase) (hSCD1)	Homo sapiens	SCD	SCD	5	0	2	0	0	0	3	
Q99798	ACON_HUMAN	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Homo sapiens	ACO2	ACO2	6	0	5	0	0	0	4	
Q86TX2	ACOT1_HUMAN	Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (CTE-Ib) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	Homo sapiens	ACOT1	CTE1,ACOT1	1	0	1	0	0	0	2	
P49753	ACOT2_HUMAN	Acyl-coenzyme A thioesterase 2, mitochondrial (Acyl-CoA thioesterase 2) (EC 3.1.2.2) (Acyl-coenzyme A thioester hydrolase 2a) (CTE-Ia) (Long-chain acyl-CoA thioesterase 2) (ZAP128)	Homo sapiens	ACOT2	PTE2A,PTE2,ACOT2	3	0	2	0	0	0	2	
O14734	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	Homo sapiens	ACOT8	PTE2,PTE1,ACTEIII,ACOT8	1	0	1	0	0	0	2	
Q9Y305	ACOT9_HUMAN	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 9)	Homo sapiens	ACOT9	CGI-16,ACOT9	4	0	3	0	0	0	4	
Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) (SCOX)	Homo sapiens	ACOX1	ACOX,ACOX1	4	0	3	0	0	0	4	
P13798	ACPH_HUMAN	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase) (OPH)	Homo sapiens	APEH	DNF15S2,D3S48E,D3F15S2,APEH	3	0	1	0	0	0	3	
O14561	ACPM_HUMAN	Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	Homo sapiens	NDUFAB1	NDUFAB1	4	0	3	0	0	0	4	
P33121	ACSL1_HUMAN	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2)	Homo sapiens	ACSL1	LACS2,LACS1,LACS,FACL2,FACL1,ACSL1	2	0	2	0	0	0	3	
O95573	ACSL3_HUMAN	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3)	Homo sapiens	ACSL3	LACS3,FACL3,ACS3,ACSL3	5	0	4	0	0	0	4	
O60488	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4)	Homo sapiens	ACSL4	LACS4,FACL4,ACS4,ACSL4	6	0	4	0	0	0	4	
Q9ULC5	ACSL5_HUMAN	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5)	Homo sapiens	ACSL5	UNQ633/PRO1250,FACL5,ACS5,ACSL5	1	0	1	0	0	0	1	
P62736	ACTA_HUMAN	Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein) [Cleaved into: Actin, aortic smooth muscle, intermediate form]	Homo sapiens	ACTA2	GIG46,ACTVS,ACTSA,ACTA2	5	0	3	0	0	0	3	
Q562R1	ACTBL_HUMAN	Beta-actin-like protein 2 (Kappa-actin)	Homo sapiens	ACTBL2	ACTBL2	3	2	3	0	0	0	3	286
Q9BYX7	ACTBM_HUMAN	Putative beta-actin-like protein 3 (Kappa-actin) (POTE ankyrin domain family member K)	Homo sapiens	POTEKP	FKSG30,ACTBL3,POTEKP	1	0	1	0	0	0	1	
P60709	ACTB_HUMAN	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	Homo sapiens	ACTB	ACTB	9	4	7	0	0	0	4	17,217,285
P68032	ACTC_HUMAN	Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]	Homo sapiens	ACTC1	ACTC,ACTC1	3	0	3	0	0	0	2	
P63261	ACTG_HUMAN	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Homo sapiens	ACTG1	ACTG,ACTB,ACTG1	4	2	4	0	0	0	3	217,285
P63267	ACTH_HUMAN	Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]	Homo sapiens	ACTG2	ACTSG,ACTL3,ACTA3,ACTG2	2	0	2	0	0	0	1	
P12814	ACTN1_HUMAN	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Homo sapiens	ACTN1	ACTN1	10	9	7	0	0	0	4	41,154,332
P35609	ACTN2_HUMAN	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	Homo sapiens	ACTN2	ACTN2	3	4	2	0	0	0	3	161,339
Q08043	ACTN3_HUMAN	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	Homo sapiens	ACTN3	ACTN3	2	2	2	0	0	0	3	168,346
O43707	ACTN4_HUMAN	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	Homo sapiens	ACTN4	ACTN4	11	5	9	0	0	0	4	173,499,793,351
P68133	ACTS_HUMAN	Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	Homo sapiens	ACTA1	ACTA,ACTA1	4	0	4	0	0	0	2	
P61163	ACTZ_HUMAN	Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)	Homo sapiens	ACTR1A	CTRN1,ACTR1A	2	0	2	0	0	0	2	
O14672	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Homo sapiens	ADAM10	MADM,KUZ,ADAM10	10	0	8	0	0	0	3	
P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Homo sapiens	ADAM17	TACE,CSVP,ADAM17	6	0	4	0	0	0	3	
O75077	ADA23_HUMAN	Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)	Homo sapiens	ADAM23	MDC3,ADAM23	1	0	1	0	0	0	1	
Q9H2U9	ADAM7_HUMAN	Disintegrin and metalloproteinase domain-containing protein 7 (ADAM 7) (Sperm maturation-related glycoprotein GP-83)	Homo sapiens	ADAM7	GP83,ADAM7	1	1	1	0	0	0	3	460
O00116	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	Homo sapiens	AGPS	AAG5,AGPS	4	0	3	0	0	0	4	
P00813	ADA_HUMAN	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	Homo sapiens	ADA	ADA1,ADA	1	0	1	0	0	0	1	
O43306	ADCY6_HUMAN	Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)	Homo sapiens	ADCY6	KIAA0422,ADCY6	2	0	2	0	0	0	2	
P51828	ADCY7_HUMAN	Adenylate cyclase type 7 (EC 4.6.1.1) (ATP pyrophosphate-lyase 7) (Adenylate cyclase type VII) (Adenylyl cyclase 7)	Homo sapiens	ADCY7	KIAA0037,ADCY7	2	0	1	0	0	0	3	
Q96PN6	ADCYA_HUMAN	Adenylate cyclase type 10 (EC 4.6.1.1) (AH-related protein) (Adenylate cyclase homolog) (Germ cell soluble adenylyl cyclase) (hsAC) (sAC) (Testicular soluble adenylyl cyclase)	Homo sapiens	ADCY10	SAC,ADCY10	1	0	1	0	0	0	1	
P35611	ADDA_HUMAN	Alpha-adducin (Erythrocyte adducin subunit alpha)	Homo sapiens	ADD1	ADDA,ADD1	1	0	1	0	0	0	1	
P11766	ADHX_HUMAN	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	Homo sapiens	ADH5	FDH,ADHX,ADH5	4	3	3	0	0	0	5	97,100,103
P55263	ADK_HUMAN	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	Homo sapiens	ADK	ADK	3	0	2	0	0	0	4	
Q9H2P0	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	Homo sapiens	ADNP	KIAA0784,ADNP1,ADNP	2	0	1	0	0	0	2	
Q9BRR6	ADPGK_HUMAN	ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)	Homo sapiens	ADPGK	PSEC0260,ADPGK	3	0	2	0	0	0	3	
Q9NRN7	ADPPT_HUMAN	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog)	Homo sapiens	AASDHPPT	x0005,HSPC223,HAH-P,CGI-80,AASDHPPT	4	0	2	0	0	0	3	
P08588	ADRB1_HUMAN	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	Homo sapiens	ADRB1	B1AR,ADRB1R,ADRB1	0	0	0	1	3	1	3	392,393,414
P07550	ADRB2_HUMAN	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	Homo sapiens	ADRB2	B2AR,ADRB2R,ADRB2	0	0	0	10	4	8	4	341,265
P13945	ADRB3_HUMAN	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	Homo sapiens	ADRB3	B3AR,ADRB3R,ADRB3	0	0	0	1	4	1	2	153,292,361,363
Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	Homo sapiens	ADRM1	GP110,ADRM1	3	0	1	0	0	0	3	
P12235	ADT1_HUMAN	ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)	Homo sapiens	SLC25A4	ANT1,SLC25A4	7	0	4	0	0	0	4	
P05141	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	Homo sapiens	SLC25A5	ANT2,SLC25A5	10	1	6	0	0	0	5	160
P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	Homo sapiens	SLC25A6	CDABP0051,ANT3,SLC25A6	9	1	6	0	0	0	5	160
Q9H0C2	ADT4_HUMAN	ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)	Homo sapiens	SLC25A31	SFEC,ANT4,AAC4,SLC25A31	1	0	1	0	0	0	1	
Q9Y4W6	AFG32_HUMAN	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	Homo sapiens	AFG3L2	AFG3L2	7	1	5	0	0	0	4	14
Q53H12	AGK_HUMAN	Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)	Homo sapiens	AGK	MULK,AGK	6	0	3	0	0	0	4	
Q9UKV8	AGO2_HUMAN	Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer)	Homo sapiens	AGO2	AGO2,EIF2C2	2	0	1	0	0	0	1	
Q8IVF2	AHNK2_HUMAN	Protein AHNAK2	Homo sapiens	AHNAK2	KIAA2019,C14orf78,AHNAK2	4	0	2	0	0	0	1	
Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK (Desmoyokin)	Homo sapiens	AHNAK	PM227,AHNAK	5	0	5	0	0	0	3	
O95433	AHSA1_HUMAN	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)	Homo sapiens	AHSA1	HSPC322,C14orf3,AHSA1	3	0	2	0	0	0	1	
Q96BJ3	AIDA_HUMAN	Axin interactor, dorsalization-associated protein (Axin interaction partner and dorsalization antagonist)	Homo sapiens	AIDA	C1orf80,AIDA	1	0	1	0	0	0	1	
O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.1.1.-) (Programmed cell death protein 8)	Homo sapiens	AIFM1	PDCD8,AIF,AIFM1	6	0	3	0	0	0	4	
Q9Y4K1	CRBG1_HUMAN	Beta/gamma crystallin domain-containing protein 1 (Absent in melanoma 1 protein)	Homo sapiens	CRYBG1	CRYBG1,AIM1	1	0	1	0	0	0	1	
Q12904	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	Homo sapiens	AIMP1	SCYE1,EMAP2,AIMP1	4	1	2	0	0	0	4	161
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	Homo sapiens	AIMP2	PRO0992,JTV1,AIMP2	5	0	2	0	0	0	3	
Q16352	AINX_HUMAN	Alpha-internexin (Alpha-Inx) (66 kDa neurofilament protein) (NF-66) (Neurofilament-66) (Neurofilament 5)	Homo sapiens	INA	NEF5,INA	1	0	1	0	0	0	1	
P14550	AK1A1_HUMAN	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	Homo sapiens	AKR1A1	ALR,ALDR1,AKR1A1	2	0	2	0	0	0	3	
Q04828	AK1C1_HUMAN	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149) (Chlordecone reductase homolog HAKRC) (Dihydrodiol dehydrogenase 1/2) (DD1/DD2) (High-affinity hepatic bile acid-binding protein) (HBAB) (Indanol dehydrogenase) (EC 1.1.1.112) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20)	Homo sapiens	AKR1C1	DDH1,DDH,AKR1C1	2	1	2	0	0	0	3	206
P52895	AK1C2_HUMAN	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)	Homo sapiens	AKR1C2	DDH2,AKR1C2	1	1	1	0	0	0	3	206
P42330	AK1C3_HUMAN	Aldo-keto reductase family 1 member C3 (EC 1.-.-.-) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Indanol dehydrogenase) (EC 1.1.1.112) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239) (EC 1.1.1.64) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20)	Homo sapiens	AKR1C3	PGFS,KIAA0119,HSD17B5,DDH1,AKR1C3	2	1	1	0	0	0	3	206
P17516	AK1C4_HUMAN	Aldo-keto reductase family 1 member C4 (EC 1.1.1.-) (3-alpha-HSD1) (3-alpha-hydroxysteroid dehydrogenase type I) (EC 1.1.1.357) (Chlordecone reductase) (CDR) (EC 1.1.1.225) (Dihydrodiol dehydrogenase 4) (DD-4) (DD4) (HAKRA)	Homo sapiens	AKR1C4	CHDR,AKR1C4	1	1	1	0	0	0	3	206
O43572	AKA10_HUMAN	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	Homo sapiens	AKAP10	AKAP10	1	0	1	0	0	0	1	
Q02952	AKA12_HUMAN	A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)	Homo sapiens	AKAP12	AKAP250,AKAP12	5	0	3	0	0	0	3	
O43687	AKA7A_HUMAN	A-kinase anchor protein 7 isoforms alpha and beta (AKAP-7 isoforms alpha and beta) (A-kinase anchor protein 18 kDa) (AKAP 18) (Protein kinase A-anchoring protein 7 isoforms alpha/beta) (PRKA7 isoforms alpha/beta)	Homo sapiens	AKAP7	AKAP18,AKAP15,AKAP7	0	0	0	1	2	1	2	
Q92667	AKAP1_HUMAN	A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)	Homo sapiens	AKAP1	PRKA1,AKAP149,AKAP1	1	1	1	0	0	0	1	64
Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2 (AKAP-2) (AKAP-KL) (Protein kinase A-anchoring protein 2) (PRKA2)	Homo sapiens	AKAP2	PRKA2,KIAA0920,AKAP2	1	0	1	0	0	0	2	
P24588	AKAP5_HUMAN	A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 79 kDa) (AKAP 79) (H21) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein)	Homo sapiens	AKAP5	AKAP79,AKAP5	0	0	0	5	6	4	4	36,129
O43823	AKAP8_HUMAN	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	Homo sapiens	AKAP8	AKAP95,AKAP8	1	0	1	0	0	0	1	
Q99996	AKAP9_HUMAN	A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao)	Homo sapiens	AKAP9	KIAA0803,AKAP450,AKAP350,AKAP9	1	0	1	0	0	0	1	
P00352	AL1A1_HUMAN	Retinal dehydrogenase 1 (RALDH 1) (RalDH1) (EC 1.2.1.-) (EC 1.2.1.36) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic)	Homo sapiens	ALDH1A1	PUMB1,ALDH1,ALDC,ALDH1A1	1	0	1	0	0	0	1	
P47895	AL1A3_HUMAN	Aldehyde dehydrogenase family 1 member A3 (EC 1.2.1.36) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (RalDH3)	Homo sapiens	ALDH1A3	ALDH6,ALDH1A3	1	0	1	0	0	0	2	
P30837	AL1B1_HUMAN	Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)	Homo sapiens	ALDH1B1	ALDHX,ALDH5,ALDH1B1	4	0	3	0	0	0	2	
P51648	AL3A2_HUMAN	Fatty aldehyde dehydrogenase (EC 1.2.1.3) (Aldehyde dehydrogenase 10) (Aldehyde dehydrogenase family 3 member A2) (Microsomal aldehyde dehydrogenase)	Homo sapiens	ALDH3A2	FALDH,ALDH10,ALDH3A2	7	1	4	0	0	0	4	425
P43353	AL3B1_HUMAN	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.5) (Aldehyde dehydrogenase 7)	Homo sapiens	ALDH3B1	ALDH7,ALDH3B1	6	0	4	1	1	1	3	463
P49419	AL7A1_HUMAN	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	Homo sapiens	ALDH7A1	ATQ1,ALDH7A1	4	0	3	0	0	0	2	
P49189	AL9A1_HUMAN	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	Homo sapiens	ALDH9A1	ALDH9,ALDH7,ALDH4,ALDH9A1	3	0	2	0	0	0	4	
P02768	ALBU_HUMAN	Serum albumin	Homo sapiens	ALB	UNQ696/PRO1341,PRO2675,PRO2619,PRO2044,PRO1708,PRO0903,GIG42,GIG20,ALB	5	1	5	0	0	0	2	416
P05091	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	Homo sapiens	ALDH2	ALDM,ALDH2	3	0	2	0	0	0	2	
P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)	Homo sapiens	ALDOA	ALDA,ALDOA	10	5	7	0	0	0	5	339,73,178,290
