CONTENT ID;CONTENT TYPE;ENTREZ GENE ID;GENE SYMBOL;SPECIES;EXPERIMENT ID;METHODS
407;protein;3845;KRAS;Homo sapiens;13;Mass spectrometry
408;protein;375;ARF1;Homo sapiens;13;Mass spectrometry
409;protein;377;ARF3;Homo sapiens;13;Mass spectrometry
410;protein;378;ARF4;Homo sapiens;13;Mass spectrometry
411;protein;3916;LAMP1;Homo sapiens;13;Mass spectrometry
412;protein;381;ARF5;Homo sapiens;13;Mass spectrometry
413;protein;382;ARF6;Homo sapiens;13;Mass spectrometry
414;protein;3939;LDHA;Homo sapiens;13;Mass spectrometry
415;protein;3945;LDHB;Homo sapiens;13;Mass spectrometry
416;protein;3959;LGALS3BP;Homo sapiens;13;Mass spectrometry
417;protein;387;RHOA;Homo sapiens;13;Mass spectrometry
418;protein;4036;LRP2;Homo sapiens;13;Mass spectrometry
419;protein;4121;MAN1A1;Homo sapiens;13;Mass spectrometry
420;protein;403;ARL 3,00;Homo sapiens;13;Mass spectrometry
421;protein;4190;MDH1;Homo sapiens;13;Mass spectrometry
422;protein;4218;RAB8A;Homo sapiens;13;Mass spectrometry
423;protein;4282;MIF;Homo sapiens;13;Mass spectrometry
424;protein;4311;MME;Homo sapiens;13;Mass spectrometry
425;protein;427;ASAH1;Homo sapiens;13;Mass spectrometry
426;protein;4478;MSN;Homo sapiens;13;Mass spectrometry
427;protein;4582;MUC1;Homo sapiens;13;Mass spectrometry
428;protein;4627;MYH9;Homo sapiens;13;Mass spectrometry
429;protein;445;ASS1;Homo sapiens;13;Mass spectrometry
430;protein;47;ACLY;Homo sapiens;13;Mass spectrometry
431;protein;4669;NAGLU;Homo sapiens;13;Mass spectrometry
432;protein;4841;NONO;Homo sapiens;13;Mass spectrometry
433;protein;4869;NPM1;Homo sapiens;13;Mass spectrometry
434;protein;4893;NRAS;Homo sapiens;13;Mass spectrometry
435;protein;5025;P2RX4;Homo sapiens;13;Mass spectrometry
436;protein;5034;P4HB;Homo sapiens;13;Mass spectrometry
437;protein;5037;PEBP1;Homo sapiens;13;Mass spectrometry
438;protein;486;FXYD2;Homo sapiens;13;Mass spectrometry
439;protein;5104;SERPINA5;Homo sapiens;13;Mass spectrometry
440;protein;5216;PFN1;Homo sapiens;13;Mass spectrometry
441;protein;5217;PFN2;Homo sapiens;13;Mass spectrometry
442;protein;5223;PGAM1;Homo sapiens;13;Mass spectrometry
443;protein;5230;PGK 1,00;Homo sapiens;13;Mass spectrometry
444;protein;5243;ABCB1;Homo sapiens;13;Mass spectrometry
445;protein;5265;SERPINA1;Homo sapiens;13;Mass spectrometry
446;protein;5284;PIGR;Homo sapiens;13;Mass spectrometry
447;protein;5287;PIK3C2B;Homo sapiens;13;Mass spectrometry
448;protein;5310;PKD1;Homo sapiens;13;Mass spectrometry
449;protein;5315;PKM;Homo sapiens;13;Mass spectrometry
450;protein;53;ACP2;Homo sapiens;13;Mass spectrometry
451;protein;5359;PLSCR1;Homo sapiens;13;Mass spectrometry
452;protein;5420;PODXL;Homo sapiens;13;Mass spectrometry
453;protein;5476;CTSA;Homo sapiens;13;Mass spectrometry
454;protein;5478;PPIA;Homo sapiens;13;Mass spectrometry
455;protein;55;ACPP;Homo sapiens;13;Mass spectrometry
456;protein;5660;PSAP;Homo sapiens;13;Mass spectrometry
457;protein;5691;PSMB3;Homo sapiens;13;Mass spectrometry
458;protein;5725;PTBP1;Homo sapiens;13;Mass spectrometry
459;protein;5795;PTPRJ;Homo sapiens;13;Mass spectrometry
460;protein;5861;RAB1A;Homo sapiens;13;Mass spectrometry
461;protein;5862;RAB2A;Homo sapiens;13;Mass spectrometry
462;protein;5865;RAB3B;Homo sapiens;13;Mass spectrometry
463;protein;5868;RAB5A;Homo sapiens;13;Mass spectrometry
464;protein;5869;RAB5B;Homo sapiens;13;Mass spectrometry
465;protein;5872;RAB13;Homo sapiens;13;Mass spectrometry
466;protein;5874;RAB27B;Homo sapiens;13;Mass spectrometry
467;protein;5878;RAB5C;Homo sapiens;13;Mass spectrometry
468;protein;5879;RAC1;Homo sapiens;13;Mass spectrometry
469;protein;5899;RALB;Homo sapiens;13;Mass spectrometry
470;protein;5908;RAP1B;Homo sapiens;13;Mass spectrometry
471;protein;5935;RBM3;Homo sapiens;13;Mass spectrometry
472;protein;59;ACTA2;Homo sapiens;13;Mass spectrometry
473;protein;5962;RDX;Homo sapiens;13;Mass spectrometry
474;protein;6036;RNASE2;Homo sapiens;13;Mass spectrometry
475;protein;60;ACTB;Homo sapiens;13;Mass spectrometry
476;protein;6277;S100A6;Homo sapiens;13;Mass spectrometry
477;protein;6282;S100A11;Homo sapiens;13;Mass spectrometry
478;protein;6286;S100P;Homo sapiens;13;Mass spectrometry
479;protein;6386;SDCBP;Homo sapiens;13;Mass spectrometry
480;protein;635;BHMT;Homo sapiens;13;Mass spectrometry
481;protein;6505;SLC1A1;Homo sapiens;13;Mass spectrometry
482;protein;6518;SLC2A5;Homo sapiens;13;Mass spectrometry
483;protein;6557;SLC12A1;Homo sapiens;13;Mass spectrometry
484;protein;6559;SLC12A3;Homo sapiens;13;Mass spectrometry
485;protein;6623;SNCG;Homo sapiens;13;Mass spectrometry
486;protein;6632;SNRPD1;Homo sapiens;13;Mass spectrometry
487;protein;6647;SOD1;Homo sapiens;13;Mass spectrometry
488;protein;6717;SRI;Homo sapiens;13;Mass spectrometry
489;protein;684;BST2;Homo sapiens;13;Mass spectrometry
490;protein;7018;TF;Homo sapiens;13;Mass spectrometry
491;protein;7057;THBS1;Homo sapiens;13;Mass spectrometry
492;protein;7070;THY1;Homo sapiens;13;Mass spectrometry
493;protein;7113;TMPRSS2;Homo sapiens;13;Mass spectrometry
494;protein;7167;TPI1;Homo sapiens;13;Mass spectrometry
495;protein;70;ACTC1;Homo sapiens;13;Mass spectrometry
496;protein;7251;TSG101;Homo sapiens;13;Mass spectrometry
497;protein;718;C3;Homo sapiens;13;Mass spectrometry
498;protein;71;ACTG1;Homo sapiens;13;Mass spectrometry
499;protein;7280;TUBB2A;Homo sapiens;13;Mass spectrometry
500;protein;7334;UBE2N;Homo sapiens;13;Mass spectrometry
501;protein;7369;UMOD;Homo sapiens;13;Mass spectrometry
502;protein;7379;UPK2;Homo sapiens;13;Mass spectrometry
503;protein;72;ACTG2;Homo sapiens;13;Mass spectrometry
504;protein;7430;EZR;Homo sapiens;13;Mass spectrometry
505;protein;7448;VTN;Homo sapiens;13;Mass spectrometry
506;protein;7458;EIF4H;Homo sapiens;13;Mass spectrometry
507;protein;7529;YWHAB;Homo sapiens;13;Mass spectrometry
508;protein;7531;YWHAE;Homo sapiens;13;Mass spectrometry
509;protein;7532;YWHAG;Homo sapiens;13;Mass spectrometry
510;protein;7534;YWHAZ;Homo sapiens;13;Mass spectrometry
511;protein;760;CA2;Homo sapiens;13;Mass spectrometry
512;protein;762;CA4;Homo sapiens;13;Mass spectrometry
513;protein;7827;NPHS2;Homo sapiens;13;Mass spectrometry
514;protein;7879;RAB7A;Homo sapiens;13;Mass spectrometry
515;protein;11461;Actb;Mus musculus;15;Mass spectrometry
516;protein;11464;Actc1;Mus musculus;15;Mass spectrometry
517;protein;11465;Actg1;Mus musculus;15;Mass spectrometry
518;protein;11567;Avil;Mus musculus;15;Mass spectrometry
519;protein;11657;Alb;Mus musculus;15;Mass spectrometry
520;protein;11674;Aldoa;Mus musculus;15;Mass spectrometry
521;protein;11744;Anxa11;Mus musculus;15;Mass spectrometry
522;protein;11745;Anxa3;Mus musculus;15;Mass spectrometry
523;protein;11747;Anxa5;Mus musculus;15;Mass spectrometry
524;protein;11749;Anxa6;Mus musculus;15;Mass spectrometry
525;protein;11750;Anxa7;Mus musculus;15;Mass spectrometry
526;protein;11752;Anxa8;Mus musculus;15;Mass spectrometry
527;protein;11816;Apoe;Mus musculus;15;Mass spectrometry
528;protein;11837;Rplp0;Mus musculus;15;Mass spectrometry
529;protein;11840;Arf1;Mus musculus;15;Mass spectrometry
530;protein;11905;Serpinc1;Mus musculus;15;Mass spectrometry
531;protein;11928;Atp1a1;Mus musculus;15;Mass spectrometry
532;protein;8000;PSCA;Homo sapiens;13;Mass spectrometry
533;protein;12236;Bub1b;Mus musculus;15;Mass spectrometry
534;protein;12332;Capg;Mus musculus;15;Mass spectrometry
535;protein;12340;Capza1;Mus musculus;15;Mass spectrometry
536;protein;12343;Capza2;Mus musculus;15;Mass spectrometry
537;protein;12345;Capzb;Mus musculus;15;Mass spectrometry
538;protein;12368;Casp6;Mus musculus;15;Mass spectrometry
539;protein;12370;Casp8;Mus musculus;15;Mass spectrometry
540;protein;12461;Cct2;Mus musculus;15;Mass spectrometry
541;protein;12462;Cct3;Mus musculus;15;Mass spectrometry
542;protein;12464;Cct4;Mus musculus;15;Mass spectrometry
543;protein;12466;Cct6a;Mus musculus;15;Mass spectrometry
544;protein;12468;Cct7;Mus musculus;15;Mass spectrometry
545;protein;12469;Cct8;Mus musculus;15;Mass spectrometry
546;protein;8029;CUBN;Homo sapiens;13;Mass spectrometry
547;protein;12493;Cd37;Mus musculus;15;Mass spectrometry
548;protein;12512;Cd63;Mus musculus;15;Mass spectrometry
549;protein;12631;Cfl1;Mus musculus;15;Mass spectrometry
550;protein;12721;Coro1a;Mus musculus;15;Mass spectrometry
551;protein;12834;Col6a2;Mus musculus;15;Mass spectrometry
552;protein;12866;Cox7a2;Mus musculus;15;Mass spectrometry
553;protein;12873;Cpa3;Mus musculus;15;Mass spectrometry
554;protein;12891;Cpne6;Mus musculus;15;Mass spectrometry
555;protein;12974;Cs;Mus musculus;15;Mass spectrometry
556;protein;12995;Csnk2a1;Mus musculus;15;Mass spectrometry
557;protein;13000;Csnk2a2;Mus musculus;15;Mass spectrometry
558;protein;13001;Csnk2b;Mus musculus;15;Mass spectrometry
559;protein;13205;Ddx3x;Mus musculus;15;Mass spectrometry
560;protein;13627;Eef1a1;Mus musculus;15;Mass spectrometry
561;protein;13628;Eef1a2;Mus musculus;15;Mass spectrometry
562;protein;13629;Eef2;Mus musculus;15;Mass spectrometry
563;protein;13669;Eif3a;Mus musculus;15;Mass spectrometry
564;protein;13806;Eno1;Mus musculus;15;Mass spectrometry
565;protein;13807;Eno2;Mus musculus;15;Mass spectrometry
566;protein;14114;Fbln1;Mus musculus;15;Mass spectrometry
567;protein;14319;Fth1;Mus musculus;15;Mass spectrometry
568;protein;14325;Ftl1;Mus musculus;15;Mass spectrometry
569;protein;14337;Ftl2;Mus musculus;15;Mass spectrometry
570;protein;14352;Fv4;Mus musculus;15;Mass spectrometry
571;protein;793;CALB1;Homo sapiens;13;Mass spectrometry
572;protein;14433;Gapdh;Mus musculus;15;Mass spectrometry
573;protein;14678;Gnai2;Mus musculus;15;Mass spectrometry
574;protein;14679;Gnai3;Mus musculus;15;Mass spectrometry
575;protein;14688;Gnb1;Mus musculus;15;Mass spectrometry
576;protein;14694;Gnb2l1;Mus musculus;15;Mass spectrometry
577;protein;14751;Gpi1;Mus musculus;15;Mass spectrometry
578;protein;14805;Grik1;Mus musculus;15;Mass spectrometry
579;protein;14827;Pdia3;Mus musculus;15;Mass spectrometry
580;protein;14828;Hspa5;Mus musculus;15;Mass spectrometry
581;protein;14957;Hist1h1d;Mus musculus;15;Mass spectrometry
582;protein;14958;H1f0;Mus musculus;15;Mass spectrometry
583;protein;14964;H2-D1;Mus musculus;15;Mass spectrometry
584;protein;14972;H2-K1;Mus musculus;15;Mass spectrometry
585;protein;14980;H2-L;Mus musculus;15;Mass spectrometry
586;protein;15018;H2-Q7;Mus musculus;15;Mass spectrometry
587;protein;15077;Hist2h3c1;Mus musculus;15;Mass spectrometry
588;protein;15078;H3f3a;Mus musculus;15;Mass spectrometry
589;protein;15081;H3f3b;Mus musculus;15;Mass spectrometry
590;protein;15122;Hba-a1;Mus musculus;15;Mass spectrometry
591;protein;15127;Hbb;Mus musculus;15;Mass spectrometry
592;protein;15129;Hbb-b1;Mus musculus;15;Mass spectrometry
593;protein;15130;Hbb-b2;Mus musculus;15;Mass spectrometry
594;protein;15267;Hist2h2aa1;Mus musculus;15;Mass spectrometry
595;protein;15270;H2afx;Mus musculus;15;Mass spectrometry
596;protein;15387;Hnrnpk;Mus musculus;15;Mass spectrometry
597;protein;15481;Hspa8;Mus musculus;15;Mass spectrometry
598;protein;15516;Hsp90ab1;Mus musculus;15;Mass spectrometry
599;protein;15519;Hsp90aa1;Mus musculus;15;Mass spectrometry
600;protein;15894;Icam1;Mus musculus;15;Mass spectrometry
601;protein;16211;Kpnb1;Mus musculus;15;Mass spectrometry
602;protein;16403;Itga6;Mus musculus;15;Mass spectrometry
603;protein;16412;Itgb1;Mus musculus;15;Mass spectrometry
604;protein;16425;Itih2;Mus musculus;15;Mass spectrometry
605;protein;16426;Itih3;Mus musculus;15;Mass spectrometry
606;protein;16661;Krt10;Mus musculus;15;Mass spectrometry
607;protein;16665;Krt15;Mus musculus;15;Mass spectrometry
608;protein;16687;Krt6a;Mus musculus;15;Mass spectrometry
609;protein;16688;Krt6b;Mus musculus;15;Mass spectrometry
610;protein;16785;Rpsa;Mus musculus;15;Mass spectrometry
611;protein;16790;Anpep;Mus musculus;15;Mass spectrometry
612;protein;16898;Rps2;Mus musculus;15;Mass spectrometry
613;protein;8424;BBOX1;Homo sapiens;13;Mass spectrometry
614;protein;17096;Lyn;Mus musculus;15;Mass spectrometry
615;protein;17228;Cma1;Mus musculus;15;Mass spectrometry
616;protein;17254;Slc3a2;Mus musculus;15;Mass spectrometry
617;protein;17698;Msn;Mus musculus;15;Mass spectrometry
618;protein;17836;Mug1;Mus musculus;15;Mass spectrometry
619;protein;811;CALR;Homo sapiens;13;Mass spectrometry
620;protein;17975;Ncl;Mus musculus;15;Mass spectrometry
621;protein;18148;Npm1;Mus musculus;15;Mass spectrometry
622;protein;18214;Ddr2;Mus musculus;15;Mass spectrometry
623;protein;18453;P4hb;Mus musculus;15;Mass spectrometry
624;protein;18571;Pdcd6ip;Mus musculus;15;Mass spectrometry
625;protein;18643;Pfn1;Mus musculus;15;Mass spectrometry
626;protein;18655;Pgk1;Mus musculus;15;Mass spectrometry
627;protein;18676;Phf2;Mus musculus;15;Mass spectrometry
628;protein;18746;Pkm;Mus musculus;15;Mass spectrometry
629;protein;18770;Pklr;Mus musculus;15;Mass spectrometry
630;protein;18826;Lcp1;Mus musculus;15;Mass spectrometry
631;protein;19045;Ppp1ca;Mus musculus;15;Mass spectrometry
632;protein;19167;Psma3;Mus musculus;15;Mass spectrometry
633;protein;19182;Psmc3;Mus musculus;15;Mass spectrometry
634;protein;19192;Psme3;Mus musculus;15;Mass spectrometry
635;protein;19328;Rab12;Mus musculus;15;Mass spectrometry
636;protein;19344;Rab5b;Mus musculus;15;Mass spectrometry
637;protein;19345;Rab5c;Mus musculus;15;Mass spectrometry
638;protein;19353;Rac1;Mus musculus;15;Mass spectrometry
639;protein;19354;Rac2;Mus musculus;15;Mass spectrometry
640;protein;19384;Ran;Mus musculus;15;Mass spectrometry
641;protein;19684;Rdx;Mus musculus;15;Mass spectrometry
642;protein;19899;Rpl18;Mus musculus;15;Mass spectrometry
643;protein;19933;Rpl21;Mus musculus;15;Mass spectrometry
644;protein;19934;Rpl22;Mus musculus;15;Mass spectrometry
645;protein;19942;Rpl27;Mus musculus;15;Mass spectrometry
646;protein;19944;Rpl29;Mus musculus;15;Mass spectrometry
647;protein;19946;Rpl30;Mus musculus;15;Mass spectrometry
648;protein;19988;Rpl6;Mus musculus;15;Mass spectrometry
649;protein;19989;Rpl7;Mus musculus;15;Mass spectrometry
650;protein;20024;Sub1;Mus musculus;15;Mass spectrometry
651;protein;20042;Rps12;Mus musculus;15;Mass spectrometry
652;protein;20044;Rps14;Mus musculus;15;Mass spectrometry
653;protein;20055;Rps16;Mus musculus;15;Mass spectrometry
654;protein;20068;Rps17;Mus musculus;15;Mass spectrometry
655;protein;20084;Rps18;Mus musculus;15;Mass spectrometry
656;protein;20085;Rps19;Mus musculus;15;Mass spectrometry
657;protein;20088;Rps24;Mus musculus;15;Mass spectrometry
658;protein;20091;Rps3a1;Mus musculus;15;Mass spectrometry
659;protein;20102;Rps4x;Mus musculus;15;Mass spectrometry
660;protein;20103;Rps5;Mus musculus;15;Mass spectrometry
661;protein;20104;Rps6;Mus musculus;15;Mass spectrometry
662;protein;20115;Rps7;Mus musculus;15;Mass spectrometry
663;protein;20116;Rps8;Mus musculus;15;Mass spectrometry
664;protein;20382;Srsf2;Mus musculus;15;Mass spectrometry
665;protein;20383;Srsf3;Mus musculus;15;Mass spectrometry
666;protein;20539;Slc7a5;Mus musculus;15;Mass spectrometry
667;protein;20637;Snrnp70;Mus musculus;15;Mass spectrometry
668;protein;20643;Snrpe;Mus musculus;15;Mass spectrometry
669;protein;20737;Spn;Mus musculus;15;Mass spectrometry
670;protein;20823;Ssb;Mus musculus;15;Mass spectrometry
671;protein;20867;Stip1;Mus musculus;15;Mass spectrometry
672;protein;21346;Tagln2;Mus musculus;15;Mass spectrometry
673;protein;21454;Tcp1;Mus musculus;15;Mass spectrometry
674;protein;8766;RAB11A;Homo sapiens;13;Mass spectrometry
675;protein;21762;Psmd2;Mus musculus;15;Mass spectrometry
676;protein;8775;NAPA;Homo sapiens;13;Mass spectrometry
677;protein;21873;Tjp2;Mus musculus;15;Mass spectrometry
678;protein;21894;Tln1;Mus musculus;15;Mass spectrometry
679;protein;21991;Tpi1;Mus musculus;15;Mass spectrometry
680;protein;22003;Tpm1;Mus musculus;15;Mass spectrometry
681;protein;22027;Hsp90b1;Mus musculus;15;Mass spectrometry
682;protein;22038;Plscr1;Mus musculus;15;Mass spectrometry
683;protein;22041;Trf;Mus musculus;15;Mass spectrometry
684;protein;22042;Tfrc;Mus musculus;15;Mass spectrometry
685;protein;22121;Rpl13a;Mus musculus;15;Mass spectrometry
686;protein;22142;Tuba1a;Mus musculus;15;Mass spectrometry
687;protein;22143;Tuba1b;Mus musculus;15;Mass spectrometry
688;protein;22146;Tuba1c;Mus musculus;15;Mass spectrometry
689;protein;22152;Tubb3;Mus musculus;15;Mass spectrometry
690;protein;22153;Tubb4a;Mus musculus;15;Mass spectrometry
691;protein;22154;Tubb5;Mus musculus;15;Mass spectrometry
692;protein;22350;Ezr;Mus musculus;15;Mass spectrometry
693;protein;22370;Vtn;Mus musculus;15;Mass spectrometry
694;protein;22388;Wdr1;Mus musculus;15;Mass spectrometry
695;protein;22627;Ywhae;Mus musculus;15;Mass spectrometry
696;protein;22628;Ywhag;Mus musculus;15;Mass spectrometry
697;protein;22629;Ywhah;Mus musculus;15;Mass spectrometry
698;protein;22630;Ywhaq;Mus musculus;15;Mass spectrometry
699;protein;22631;Ywhaz;Mus musculus;15;Mass spectrometry
700;protein;22694;Zfp35;Mus musculus;15;Mass spectrometry
701;protein;23825;Banf1;Mus musculus;15;Mass spectrometry
702;protein;23834;Cdc6;Mus musculus;15;Mass spectrometry
703;protein;8842;PROM1;Homo sapiens;13;Mass spectrometry
704;protein;8857;FCGBP;Homo sapiens;13;Mass spectrometry
705;protein;26364;Adgre5;Mus musculus;15;Mass spectrometry
706;protein;26441;Psma4;Mus musculus;15;Mass spectrometry
707;protein;26442;Psma5;Mus musculus;15;Mass spectrometry
708;protein;26943;Serinc3;Mus musculus;15;Mass spectrometry
709;protein;26961;Rpl8;Mus musculus;15;Mass spectrometry
710;protein;27050;Rps3;Mus musculus;15;Mass spectrometry
711;protein;27176;Rpl7a;Mus musculus;15;Mass spectrometry
712;protein;27207;Rps11;Mus musculus;15;Mass spectrometry
713;protein;27370;Rps26;Mus musculus;15;Mass spectrometry
714;protein;8895;CPNE3;Homo sapiens;13;Mass spectrometry
715;protein;8972;MGAM;Homo sapiens;13;Mass spectrometry
716;protein;29875;Iqgap1;Mus musculus;15;Mass spectrometry
717;protein;30806;Adamts8;Mus musculus;15;Mass spectrometry
718;protein;30838;Fbxw4;Mus musculus;15;Mass spectrometry
719;protein;50708;Hist1h1c;Mus musculus;15;Mass spectrometry
720;protein;50709;Hist1h1e;Mus musculus;15;Mass spectrometry
721;protein;51788;H2afz;Mus musculus;15;Mass spectrometry
722;protein;51792;Ppp2r1a;Mus musculus;15;Mass spectrometry
723;protein;9052;GPRC5A;Homo sapiens;13;Mass spectrometry
724;protein;52588;Tspan14;Mus musculus;15;Mass spectrometry
725;protein;53378;Sdcbp;Mus musculus;15;Mass spectrometry
726;protein;53605;Nap1l1;Mus musculus;15;Mass spectrometry
727;protein;53870;Cntn6;Mus musculus;15;Mass spectrometry
728;protein;54160;Copg2;Mus musculus;15;Mass spectrometry
729;protein;54217;Rpl36;Mus musculus;15;Mass spectrometry
730;protein;54401;Ywhab;Mus musculus;15;Mass spectrometry
731;protein;55938;Apom;Mus musculus;15;Mass spectrometry
732;protein;55944;Eif3d;Mus musculus;15;Mass spectrometry
733;protein;55948;Sfn;Mus musculus;15;Mass spectrometry
734;protein;56040;Rplp1;Mus musculus;15;Mass spectrometry
735;protein;9230;RAB11B;Homo sapiens;13;Mass spectrometry
736;protein;56378;Arpc3;Mus musculus;15;Mass spectrometry
737;protein;56404;Trip4;Mus musculus;15;Mass spectrometry
738;protein;56702;Hist1h1b;Mus musculus;15;Mass spectrometry
739;protein;56735;Krt71;Mus musculus;15;Mass spectrometry
740;protein;59069;Tpm3;Mus musculus;15;Mass spectrometry
741;protein;60595;Actn4;Mus musculus;15;Mass spectrometry
742;protein;9341;VAMP3;Homo sapiens;13;Mass spectrometry
743;protein;9368;SLC9A3R1;Homo sapiens;13;Mass spectrometry
744;protein;9445;ITM2B;Homo sapiens;13;Mass spectrometry
745;protein;9476;NAPSA;Homo sapiens;13;Mass spectrometry
746;protein;9525;VPS4B;Homo sapiens;13;Mass spectrometry
747;protein;9545;RAB3D;Homo sapiens;13;Mass spectrometry
748;protein;12;SERPINA3;Homo sapiens;13;Mass spectrometry
749;protein;9588;PRDX6;Homo sapiens;13;Mass spectrometry
750;protein;66085;Eif3f;Mus musculus;15;Mass spectrometry
